"hospital_name","hospital_intro","department_name","department_intro","doctor_name","doctor_department","doctor_intro","doctor_schedule"
"首都医科大学附属北京中医医院","医院概况_首都医科大学附属北京中医医院官网_北京中医医院,宽街中医,北京市中医院,北京中医,中医,三甲,首都 请输入关键字 确定 top 公众版 专业版 English 首页 医院概况 医院介绍 领导团队 组织结构 医院荣誉 就医指南 出诊信息 停诊信息 专病专症 门诊 出诊信息 门急诊指南 住院指南 医保就医 社区转诊 医患协调 健康体检 便民项目 交通路线 院内导航 在线查询 患者咨询 患者满意度调查 互联网诊疗 特色医疗 名老中医传承团队门诊 知名专家团队 多学科联合门诊 专病专症门诊 专技专术门诊 中医护理 科室导览 医生介绍 医生介绍 健康科普 科普阅读 健康讲堂 视听科普 健康自测 新闻信息 新闻中心 信息公开 文化传承 明文化 明医故事 传承图谱 宽街人文 视觉宽街 明医荟萃 院史馆 院报 国内外合作 一带一路国际合作项目 国内合作项目 北京京城杏林苑中医诊疗中心 北京杏林药业有限责任公司 北京首都中医医疗科技开发有限公司  您现在的位置： 首页 --> 首页 医院概况 医院介绍 ABOUT US 北京市唯一的一所市属综合性、现代化三级甲等中医医院。承担着北京市中医医疗","","","黄丽娟","","","周二预约） 陈明 陈明 主任医师 专长： 胃食管反流病、慢性萎缩"
"首都医科大学附属北京中医医院","医院概况_首都医科大学附属北京中医医院官网_北京中医医院,宽街中医,北京市中医院,北京中医,中医,三甲,首都 请输入关键字 确定 top 公众版 专业版 English 首页 医院概况 医院介绍 领导团队 组织结构 医院荣誉 就医指南 出诊信息 停诊信息 专病专症 门诊 出诊信息 门急诊指南 住院指南 医保就医 社区转诊 医患协调 健康体检 便民项目 交通路线 院内导航 在线查询 患者咨询 患者满意度调查 互联网诊疗 特色医疗 名老中医传承团队门诊 知名专家团队 多学科联合门诊 专病专症门诊 专技专术门诊 中医护理 科室导览 医生介绍 医生介绍 健康科普 科普阅读 健康讲堂 视听科普 健康自测 新闻信息 新闻中心 信息公开 文化传承 明文化 明医故事 传承图谱 宽街人文 视觉宽街 明医荟萃 院史馆 院报 国内外合作 一带一路国际合作项目 国内合作项目 北京京城杏林苑中医诊疗中心 北京杏林药业有限责任公司 北京首都中医医疗科技开发有限公司  您现在的位置： 首页 --> 首页 医院概况 医院介绍 ABOUT US 北京市唯一的一所市属综合性、现代化三级甲等中医医院。承担着北京市中医医疗","","","杨君","","","周二预约） 陈明 陈明 主任医师 专长： 胃食管反流病、慢性萎缩"
"首都医科大学附属北京中医医院","医院概况_首都医科大学附属北京中医医院官网_北京中医医院,宽街中医,北京市中医院,北京中医,中医,三甲,首都 请输入关键字 确定 top 公众版 专业版 English 首页 医院概况 医院介绍 领导团队 组织结构 医院荣誉 就医指南 出诊信息 停诊信息 专病专症 门诊 出诊信息 门急诊指南 住院指南 医保就医 社区转诊 医患协调 健康体检 便民项目 交通路线 院内导航 在线查询 患者咨询 患者满意度调查 互联网诊疗 特色医疗 名老中医传承团队门诊 知名专家团队 多学科联合门诊 专病专症门诊 专技专术门诊 中医护理 科室导览 医生介绍 医生介绍 健康科普 科普阅读 健康讲堂 视听科普 健康自测 新闻信息 新闻中心 信息公开 文化传承 明文化 明医故事 传承图谱 宽街人文 视觉宽街 明医荟萃 院史馆 院报 国内外合作 一带一路国际合作项目 国内合作项目 北京京城杏林苑中医诊疗中心 北京杏林药业有限责任公司 北京首都中医医疗科技开发有限公司  您现在的位置： 首页 --> 首页 医院概况 医院介绍 ABOUT US 北京市唯一的一所市属综合性、现代化三级甲等中医医院。承担着北京市中医医疗","","","徐旭英","","","周二预约） 陈明 陈明 主任医师 专长： 胃食管反流病、慢性萎缩"
"首都医科大学附属北京中医医院","医院概况_首都医科大学附属北京中医医院官网_北京中医医院,宽街中医,北京市中医院,北京中医,中医,三甲,首都 请输入关键字 确定 top 公众版 专业版 English 首页 医院概况 医院介绍 领导团队 组织结构 医院荣誉 就医指南 出诊信息 停诊信息 专病专症 门诊 出诊信息 门急诊指南 住院指南 医保就医 社区转诊 医患协调 健康体检 便民项目 交通路线 院内导航 在线查询 患者咨询 患者满意度调查 互联网诊疗 特色医疗 名老中医传承团队门诊 知名专家团队 多学科联合门诊 专病专症门诊 专技专术门诊 中医护理 科室导览 医生介绍 医生介绍 健康科普 科普阅读 健康讲堂 视听科普 健康自测 新闻信息 新闻中心 信息公开 文化传承 明文化 明医故事 传承图谱 宽街人文 视觉宽街 明医荟萃 院史馆 院报 国内外合作 一带一路国际合作项目 国内合作项目 北京京城杏林苑中医诊疗中心 北京杏林药业有限责任公司 北京首都中医医疗科技开发有限公司  您现在的位置： 首页 --> 首页 医院概况 医院介绍 ABOUT US 北京市唯一的一所市属综合性、现代化三级甲等中医医院。承担着北京市中医医疗","","","王晓莲","","","周二预约） 陈明 陈明 主任医师 专长： 胃食管反流病、慢性萎缩"
"首都医科大学附属北京中医医院","医院概况_首都医科大学附属北京中医医院官网_北京中医医院,宽街中医,北京市中医院,北京中医,中医,三甲,首都 请输入关键字 确定 top 公众版 专业版 English 首页 医院概况 医院介绍 领导团队 组织结构 医院荣誉 就医指南 出诊信息 停诊信息 专病专症 门诊 出诊信息 门急诊指南 住院指南 医保就医 社区转诊 医患协调 健康体检 便民项目 交通路线 院内导航 在线查询 患者咨询 患者满意度调查 互联网诊疗 特色医疗 名老中医传承团队门诊 知名专家团队 多学科联合门诊 专病专症门诊 专技专术门诊 中医护理 科室导览 医生介绍 医生介绍 健康科普 科普阅读 健康讲堂 视听科普 健康自测 新闻信息 新闻中心 信息公开 文化传承 明文化 明医故事 传承图谱 宽街人文 视觉宽街 明医荟萃 院史馆 院报 国内外合作 一带一路国际合作项目 国内合作项目 北京京城杏林苑中医诊疗中心 北京杏林药业有限责任公司 北京首都中医医疗科技开发有限公司  您现在的位置： 首页 --> 首页 医院概况 医院介绍 ABOUT US 北京市唯一的一所市属综合性、现代化三级甲等中医医院。承担着北京市中医医疗","","","吴栋","","","周二预约） 陈明 陈明 主任医师 专长： 胃食管反流病、慢性萎缩"
"首都医科大学附属北京中医医院","医院概况_首都医科大学附属北京中医医院官网_北京中医医院,宽街中医,北京市中医院,北京中医,中医,三甲,首都 请输入关键字 确定 top 公众版 专业版 English 首页 医院概况 医院介绍 领导团队 组织结构 医院荣誉 就医指南 出诊信息 停诊信息 专病专症 门诊 出诊信息 门急诊指南 住院指南 医保就医 社区转诊 医患协调 健康体检 便民项目 交通路线 院内导航 在线查询 患者咨询 患者满意度调查 互联网诊疗 特色医疗 名老中医传承团队门诊 知名专家团队 多学科联合门诊 专病专症门诊 专技专术门诊 中医护理 科室导览 医生介绍 医生介绍 健康科普 科普阅读 健康讲堂 视听科普 健康自测 新闻信息 新闻中心 信息公开 文化传承 明文化 明医故事 传承图谱 宽街人文 视觉宽街 明医荟萃 院史馆 院报 国内外合作 一带一路国际合作项目 国内合作项目 北京京城杏林苑中医诊疗中心 北京杏林药业有限责任公司 北京首都中医医疗科技开发有限公司  您现在的位置： 首页 --> 首页 医院概况 医院介绍 ABOUT US 北京市唯一的一所市属综合性、现代化三级甲等中医医院。承担着北京市中医医疗","","","张松柏","","","周二预约） 陈明 陈明 主任医师 专长： 胃食管反流病、慢性萎缩"
"首都医科大学附属北京中医医院","医院概况_首都医科大学附属北京中医医院官网_北京中医医院,宽街中医,北京市中医院,北京中医,中医,三甲,首都 请输入关键字 确定 top 公众版 专业版 English 首页 医院概况 医院介绍 领导团队 组织结构 医院荣誉 就医指南 出诊信息 停诊信息 专病专症 门诊 出诊信息 门急诊指南 住院指南 医保就医 社区转诊 医患协调 健康体检 便民项目 交通路线 院内导航 在线查询 患者咨询 患者满意度调查 互联网诊疗 特色医疗 名老中医传承团队门诊 知名专家团队 多学科联合门诊 专病专症门诊 专技专术门诊 中医护理 科室导览 医生介绍 医生介绍 健康科普 科普阅读 健康讲堂 视听科普 健康自测 新闻信息 新闻中心 信息公开 文化传承 明文化 明医故事 传承图谱 宽街人文 视觉宽街 明医荟萃 院史馆 院报 国内外合作 一带一路国际合作项目 国内合作项目 北京京城杏林苑中医诊疗中心 北京杏林药业有限责任公司 北京首都中医医疗科技开发有限公司  您现在的位置： 首页 --> 首页 医院概况 医院介绍 ABOUT US 北京市唯一的一所市属综合性、现代化三级甲等中医医院。承担着北京市中医医疗","","","濮凌云","","","周二预约） 陈明 陈明 主任医师 专长： 胃食管反流病、慢性萎缩"
"首都医科大学附属北京中医医院","医院概况_首都医科大学附属北京中医医院官网_北京中医医院,宽街中医,北京市中医院,北京中医,中医,三甲,首都 请输入关键字 确定 top 公众版 专业版 English 首页 医院概况 医院介绍 领导团队 组织结构 医院荣誉 就医指南 出诊信息 停诊信息 专病专症 门诊 出诊信息 门急诊指南 住院指南 医保就医 社区转诊 医患协调 健康体检 便民项目 交通路线 院内导航 在线查询 患者咨询 患者满意度调查 互联网诊疗 特色医疗 名老中医传承团队门诊 知名专家团队 多学科联合门诊 专病专症门诊 专技专术门诊 中医护理 科室导览 医生介绍 医生介绍 健康科普 科普阅读 健康讲堂 视听科普 健康自测 新闻信息 新闻中心 信息公开 文化传承 明文化 明医故事 传承图谱 宽街人文 视觉宽街 明医荟萃 院史馆 院报 国内外合作 一带一路国际合作项目 国内合作项目 北京京城杏林苑中医诊疗中心 北京杏林药业有限责任公司 北京首都中医医疗科技开发有限公司  您现在的位置： 首页 --> 首页 医院概况 医院介绍 ABOUT US 北京市唯一的一所市属综合性、现代化三级甲等中医医院。承担着北京市中医医疗","","","夏津滨","","","周二预约） 陈明 陈明 主任医师 专长： 胃食管反流病、慢性萎缩"
"首都医科大学附属北京中医医院","医院概况_首都医科大学附属北京中医医院官网_北京中医医院,宽街中医,北京市中医院,北京中医,中医,三甲,首都 请输入关键字 确定 top 公众版 专业版 English 首页 医院概况 医院介绍 领导团队 组织结构 医院荣誉 就医指南 出诊信息 停诊信息 专病专症 门诊 出诊信息 门急诊指南 住院指南 医保就医 社区转诊 医患协调 健康体检 便民项目 交通路线 院内导航 在线查询 患者咨询 患者满意度调查 互联网诊疗 特色医疗 名老中医传承团队门诊 知名专家团队 多学科联合门诊 专病专症门诊 专技专术门诊 中医护理 科室导览 医生介绍 医生介绍 健康科普 科普阅读 健康讲堂 视听科普 健康自测 新闻信息 新闻中心 信息公开 文化传承 明文化 明医故事 传承图谱 宽街人文 视觉宽街 明医荟萃 院史馆 院报 国内外合作 一带一路国际合作项目 国内合作项目 北京京城杏林苑中医诊疗中心 北京杏林药业有限责任公司 北京首都中医医疗科技开发有限公司  您现在的位置： 首页 --> 首页 医院概况 医院介绍 ABOUT US 北京市唯一的一所市属综合性、现代化三级甲等中医医院。承担着北京市中医医疗","","","刘成源","","","周二预约） 陈明 陈明 主任医师 专长： 胃食管反流病、慢性萎缩"
"首都医科大学附属北京中医医院","医院概况_首都医科大学附属北京中医医院官网_北京中医医院,宽街中医,北京市中医院,北京中医,中医,三甲,首都 请输入关键字 确定 top 公众版 专业版 English 首页 医院概况 医院介绍 领导团队 组织结构 医院荣誉 就医指南 出诊信息 停诊信息 专病专症 门诊 出诊信息 门急诊指南 住院指南 医保就医 社区转诊 医患协调 健康体检 便民项目 交通路线 院内导航 在线查询 患者咨询 患者满意度调查 互联网诊疗 特色医疗 名老中医传承团队门诊 知名专家团队 多学科联合门诊 专病专症门诊 专技专术门诊 中医护理 科室导览 医生介绍 医生介绍 健康科普 科普阅读 健康讲堂 视听科普 健康自测 新闻信息 新闻中心 信息公开 文化传承 明文化 明医故事 传承图谱 宽街人文 视觉宽街 明医荟萃 院史馆 院报 国内外合作 一带一路国际合作项目 国内合作项目 北京京城杏林苑中医诊疗中心 北京杏林药业有限责任公司 北京首都中医医疗科技开发有限公司  您现在的位置： 首页 --> 首页 医院概况 医院介绍 ABOUT US 北京市唯一的一所市属综合性、现代化三级甲等中医医院。承担着北京市中医医疗","","","刘树春","","","周二预约） 陈明 陈明 主任医师 专长： 胃食管反流病、慢性萎缩"
"首都医科大学附属北京中医医院","医院概况_首都医科大学附属北京中医医院官网_北京中医医院,宽街中医,北京市中医院,北京中医,中医,三甲,首都 请输入关键字 确定 top 公众版 专业版 English 首页 医院概况 医院介绍 领导团队 组织结构 医院荣誉 就医指南 出诊信息 停诊信息 专病专症 门诊 出诊信息 门急诊指南 住院指南 医保就医 社区转诊 医患协调 健康体检 便民项目 交通路线 院内导航 在线查询 患者咨询 患者满意度调查 互联网诊疗 特色医疗 名老中医传承团队门诊 知名专家团队 多学科联合门诊 专病专症门诊 专技专术门诊 中医护理 科室导览 医生介绍 医生介绍 健康科普 科普阅读 健康讲堂 视听科普 健康自测 新闻信息 新闻中心 信息公开 文化传承 明文化 明医故事 传承图谱 宽街人文 视觉宽街 明医荟萃 院史馆 院报 国内外合作 一带一路国际合作项目 国内合作项目 北京京城杏林苑中医诊疗中心 北京杏林药业有限责任公司 北京首都中医医疗科技开发有限公司  您现在的位置： 首页 --> 首页 医院概况 医院介绍 ABOUT US 北京市唯一的一所市属综合性、现代化三级甲等中医医院。承担着北京市中医医疗","","","杨岚","","","周二预约） 陈明 陈明 主任医师 专长： 胃食管反流病、慢性萎缩"
"首都医科大学附属北京中医医院","医院概况_首都医科大学附属北京中医医院官网_北京中医医院,宽街中医,北京市中医院,北京中医,中医,三甲,首都 请输入关键字 确定 top 公众版 专业版 English 首页 医院概况 医院介绍 领导团队 组织结构 医院荣誉 就医指南 出诊信息 停诊信息 专病专症 门诊 出诊信息 门急诊指南 住院指南 医保就医 社区转诊 医患协调 健康体检 便民项目 交通路线 院内导航 在线查询 患者咨询 患者满意度调查 互联网诊疗 特色医疗 名老中医传承团队门诊 知名专家团队 多学科联合门诊 专病专症门诊 专技专术门诊 中医护理 科室导览 医生介绍 医生介绍 健康科普 科普阅读 健康讲堂 视听科普 健康自测 新闻信息 新闻中心 信息公开 文化传承 明文化 明医故事 传承图谱 宽街人文 视觉宽街 明医荟萃 院史馆 院报 国内外合作 一带一路国际合作项目 国内合作项目 北京京城杏林苑中医诊疗中心 北京杏林药业有限责任公司 北京首都中医医疗科技开发有限公司  您现在的位置： 首页 --> 首页 医院概况 医院介绍 ABOUT US 北京市唯一的一所市属综合性、现代化三级甲等中医医院。承担着北京市中医医疗","","","刘薇","","","周二预约） 陈明 陈明 主任医师 专长： 胃食管反流病、慢性萎缩"
"首都医科大学附属北京中医医院","医院概况_首都医科大学附属北京中医医院官网_北京中医医院,宽街中医,北京市中医院,北京中医,中医,三甲,首都 请输入关键字 确定 top 公众版 专业版 English 首页 医院概况 医院介绍 领导团队 组织结构 医院荣誉 就医指南 出诊信息 停诊信息 专病专症 门诊 出诊信息 门急诊指南 住院指南 医保就医 社区转诊 医患协调 健康体检 便民项目 交通路线 院内导航 在线查询 患者咨询 患者满意度调查 互联网诊疗 特色医疗 名老中医传承团队门诊 知名专家团队 多学科联合门诊 专病专症门诊 专技专术门诊 中医护理 科室导览 医生介绍 医生介绍 健康科普 科普阅读 健康讲堂 视听科普 健康自测 新闻信息 新闻中心 信息公开 文化传承 明文化 明医故事 传承图谱 宽街人文 视觉宽街 明医荟萃 院史馆 院报 国内外合作 一带一路国际合作项目 国内合作项目 北京京城杏林苑中医诊疗中心 北京杏林药业有限责任公司 北京首都中医医疗科技开发有限公司  您现在的位置： 首页 --> 首页 医院概况 医院介绍 ABOUT US 北京市唯一的一所市属综合性、现代化三级甲等中医医院。承担着北京市中医医疗","","","刘秀茹","","","周二预约） 陈明 陈明 主任医师 专长： 胃食管反流病、慢性萎缩"
"首都医科大学附属北京中医医院","医院概况_首都医科大学附属北京中医医院官网_北京中医医院,宽街中医,北京市中医院,北京中医,中医,三甲,首都 请输入关键字 确定 top 公众版 专业版 English 首页 医院概况 医院介绍 领导团队 组织结构 医院荣誉 就医指南 出诊信息 停诊信息 专病专症 门诊 出诊信息 门急诊指南 住院指南 医保就医 社区转诊 医患协调 健康体检 便民项目 交通路线 院内导航 在线查询 患者咨询 患者满意度调查 互联网诊疗 特色医疗 名老中医传承团队门诊 知名专家团队 多学科联合门诊 专病专症门诊 专技专术门诊 中医护理 科室导览 医生介绍 医生介绍 健康科普 科普阅读 健康讲堂 视听科普 健康自测 新闻信息 新闻中心 信息公开 文化传承 明文化 明医故事 传承图谱 宽街人文 视觉宽街 明医荟萃 院史馆 院报 国内外合作 一带一路国际合作项目 国内合作项目 北京京城杏林苑中医诊疗中心 北京杏林药业有限责任公司 北京首都中医医疗科技开发有限公司  您现在的位置： 首页 --> 首页 医院概况 医院介绍 ABOUT US 北京市唯一的一所市属综合性、现代化三级甲等中医医院。承担着北京市中医医疗","","","付彦江","","","周二预约） 陈明 陈明 主任医师 专长： 胃食管反流病、慢性萎缩"
"首都医科大学附属北京中医医院","医院概况_首都医科大学附属北京中医医院官网_北京中医医院,宽街中医,北京市中医院,北京中医,中医,三甲,首都 请输入关键字 确定 top 公众版 专业版 English 首页 医院概况 医院介绍 领导团队 组织结构 医院荣誉 就医指南 出诊信息 停诊信息 专病专症 门诊 出诊信息 门急诊指南 住院指南 医保就医 社区转诊 医患协调 健康体检 便民项目 交通路线 院内导航 在线查询 患者咨询 患者满意度调查 互联网诊疗 特色医疗 名老中医传承团队门诊 知名专家团队 多学科联合门诊 专病专症门诊 专技专术门诊 中医护理 科室导览 医生介绍 医生介绍 健康科普 科普阅读 健康讲堂 视听科普 健康自测 新闻信息 新闻中心 信息公开 文化传承 明文化 明医故事 传承图谱 宽街人文 视觉宽街 明医荟萃 院史馆 院报 国内外合作 一带一路国际合作项目 国内合作项目 北京京城杏林苑中医诊疗中心 北京杏林药业有限责任公司 北京首都中医医疗科技开发有限公司  您现在的位置： 首页 --> 首页 医院概况 医院介绍 ABOUT US 北京市唯一的一所市属综合性、现代化三级甲等中医医院。承担着北京市中医医疗","","","詹茵茵","","","周二预约） 陈明 陈明 主任医师 专长： 胃食管反流病、慢性萎缩"
"首都医科大学附属北京中医医院","医院概况_首都医科大学附属北京中医医院官网_北京中医医院,宽街中医,北京市中医院,北京中医,中医,三甲,首都 请输入关键字 确定 top 公众版 专业版 English 首页 医院概况 医院介绍 领导团队 组织结构 医院荣誉 就医指南 出诊信息 停诊信息 专病专症 门诊 出诊信息 门急诊指南 住院指南 医保就医 社区转诊 医患协调 健康体检 便民项目 交通路线 院内导航 在线查询 患者咨询 患者满意度调查 互联网诊疗 特色医疗 名老中医传承团队门诊 知名专家团队 多学科联合门诊 专病专症门诊 专技专术门诊 中医护理 科室导览 医生介绍 医生介绍 健康科普 科普阅读 健康讲堂 视听科普 健康自测 新闻信息 新闻中心 信息公开 文化传承 明文化 明医故事 传承图谱 宽街人文 视觉宽街 明医荟萃 院史馆 院报 国内外合作 一带一路国际合作项目 国内合作项目 北京京城杏林苑中医诊疗中心 北京杏林药业有限责任公司 北京首都中医医疗科技开发有限公司  您现在的位置： 首页 --> 首页 医院概况 医院介绍 ABOUT US 北京市唯一的一所市属综合性、现代化三级甲等中医医院。承担着北京市中医医疗","","","金延","","","周二预约） 陈明 陈明 主任医师 专长： 胃食管反流病、慢性萎缩"
"首都医科大学附属北京中医医院","医院概况_首都医科大学附属北京中医医院官网_北京中医医院,宽街中医,北京市中医院,北京中医,中医,三甲,首都 请输入关键字 确定 top 公众版 专业版 English 首页 医院概况 医院介绍 领导团队 组织结构 医院荣誉 就医指南 出诊信息 停诊信息 专病专症 门诊 出诊信息 门急诊指南 住院指南 医保就医 社区转诊 医患协调 健康体检 便民项目 交通路线 院内导航 在线查询 患者咨询 患者满意度调查 互联网诊疗 特色医疗 名老中医传承团队门诊 知名专家团队 多学科联合门诊 专病专症门诊 专技专术门诊 中医护理 科室导览 医生介绍 医生介绍 健康科普 科普阅读 健康讲堂 视听科普 健康自测 新闻信息 新闻中心 信息公开 文化传承 明文化 明医故事 传承图谱 宽街人文 视觉宽街 明医荟萃 院史馆 院报 国内外合作 一带一路国际合作项目 国内合作项目 北京京城杏林苑中医诊疗中心 北京杏林药业有限责任公司 北京首都中医医疗科技开发有限公司  您现在的位置： 首页 --> 首页 医院概况 医院介绍 ABOUT US 北京市唯一的一所市属综合性、现代化三级甲等中医医院。承担着北京市中医医疗","","","段岚桦","","","周二预约） 陈明 陈明 主任医师 专长： 胃食管反流病、慢性萎缩"
"首都医科大学附属北京中医医院","医院概况_首都医科大学附属北京中医医院官网_北京中医医院,宽街中医,北京市中医院,北京中医,中医,三甲,首都 请输入关键字 确定 top 公众版 专业版 English 首页 医院概况 医院介绍 领导团队 组织结构 医院荣誉 就医指南 出诊信息 停诊信息 专病专症 门诊 出诊信息 门急诊指南 住院指南 医保就医 社区转诊 医患协调 健康体检 便民项目 交通路线 院内导航 在线查询 患者咨询 患者满意度调查 互联网诊疗 特色医疗 名老中医传承团队门诊 知名专家团队 多学科联合门诊 专病专症门诊 专技专术门诊 中医护理 科室导览 医生介绍 医生介绍 健康科普 科普阅读 健康讲堂 视听科普 健康自测 新闻信息 新闻中心 信息公开 文化传承 明文化 明医故事 传承图谱 宽街人文 视觉宽街 明医荟萃 院史馆 院报 国内外合作 一带一路国际合作项目 国内合作项目 北京京城杏林苑中医诊疗中心 北京杏林药业有限责任公司 北京首都中医医疗科技开发有限公司  您现在的位置： 首页 --> 首页 医院概况 医院介绍 ABOUT US 北京市唯一的一所市属综合性、现代化三级甲等中医医院。承担着北京市中医医疗","","","刘玉珠","","","周二预约） 陈明 陈明 主任医师 专长： 胃食管反流病、慢性萎缩"
"首都医科大学附属北京中医医院","医院概况_首都医科大学附属北京中医医院官网_北京中医医院,宽街中医,北京市中医院,北京中医,中医,三甲,首都 请输入关键字 确定 top 公众版 专业版 English 首页 医院概况 医院介绍 领导团队 组织结构 医院荣誉 就医指南 出诊信息 停诊信息 专病专症 门诊 出诊信息 门急诊指南 住院指南 医保就医 社区转诊 医患协调 健康体检 便民项目 交通路线 院内导航 在线查询 患者咨询 患者满意度调查 互联网诊疗 特色医疗 名老中医传承团队门诊 知名专家团队 多学科联合门诊 专病专症门诊 专技专术门诊 中医护理 科室导览 医生介绍 医生介绍 健康科普 科普阅读 健康讲堂 视听科普 健康自测 新闻信息 新闻中心 信息公开 文化传承 明文化 明医故事 传承图谱 宽街人文 视觉宽街 明医荟萃 院史馆 院报 国内外合作 一带一路国际合作项目 国内合作项目 北京京城杏林苑中医诊疗中心 北京杏林药业有限责任公司 北京首都中医医疗科技开发有限公司  您现在的位置： 首页 --> 首页 医院概况 医院介绍 ABOUT US 北京市唯一的一所市属综合性、现代化三级甲等中医医院。承担着北京市中医医疗","","","张苍","","","周二预约） 陈明 陈明 主任医师 专长： 胃食管反流病、慢性萎缩"
"首都医科大学附属北京中医医院","医院概况_首都医科大学附属北京中医医院官网_北京中医医院,宽街中医,北京市中医院,北京中医,中医,三甲,首都 请输入关键字 确定 top 公众版 专业版 English 首页 医院概况 医院介绍 领导团队 组织结构 医院荣誉 就医指南 出诊信息 停诊信息 专病专症 门诊 出诊信息 门急诊指南 住院指南 医保就医 社区转诊 医患协调 健康体检 便民项目 交通路线 院内导航 在线查询 患者咨询 患者满意度调查 互联网诊疗 特色医疗 名老中医传承团队门诊 知名专家团队 多学科联合门诊 专病专症门诊 专技专术门诊 中医护理 科室导览 医生介绍 医生介绍 健康科普 科普阅读 健康讲堂 视听科普 健康自测 新闻信息 新闻中心 信息公开 文化传承 明文化 明医故事 传承图谱 宽街人文 视觉宽街 明医荟萃 院史馆 院报 国内外合作 一带一路国际合作项目 国内合作项目 北京京城杏林苑中医诊疗中心 北京杏林药业有限责任公司 北京首都中医医疗科技开发有限公司  您现在的位置： 首页 --> 首页 医院概况 医院介绍 ABOUT US 北京市唯一的一所市属综合性、现代化三级甲等中医医院。承担着北京市中医医疗","","","王禾","","","周二预约） 陈明 陈明 主任医师 专长： 胃食管反流病、慢性萎缩"
"首都医科大学附属北京中医医院","医院概况_首都医科大学附属北京中医医院官网_北京中医医院,宽街中医,北京市中医院,北京中医,中医,三甲,首都 请输入关键字 确定 top 公众版 专业版 English 首页 医院概况 医院介绍 领导团队 组织结构 医院荣誉 就医指南 出诊信息 停诊信息 专病专症 门诊 出诊信息 门急诊指南 住院指南 医保就医 社区转诊 医患协调 健康体检 便民项目 交通路线 院内导航 在线查询 患者咨询 患者满意度调查 互联网诊疗 特色医疗 名老中医传承团队门诊 知名专家团队 多学科联合门诊 专病专症门诊 专技专术门诊 中医护理 科室导览 医生介绍 医生介绍 健康科普 科普阅读 健康讲堂 视听科普 健康自测 新闻信息 新闻中心 信息公开 文化传承 明文化 明医故事 传承图谱 宽街人文 视觉宽街 明医荟萃 院史馆 院报 国内外合作 一带一路国际合作项目 国内合作项目 北京京城杏林苑中医诊疗中心 北京杏林药业有限责任公司 北京首都中医医疗科技开发有限公司  您现在的位置： 首页 --> 首页 医院概况 医院介绍 ABOUT US 北京市唯一的一所市属综合性、现代化三级甲等中医医院。承担着北京市中医医疗","","","周涛","","","周二预约） 陈明 陈明 主任医师 专长： 胃食管反流病、慢性萎缩"
"首都医科大学附属北京中医医院","医院概况_首都医科大学附属北京中医医院官网_北京中医医院,宽街中医,北京市中医院,北京中医,中医,三甲,首都 请输入关键字 确定 top 公众版 专业版 English 首页 医院概况 医院介绍 领导团队 组织结构 医院荣誉 就医指南 出诊信息 停诊信息 专病专症 门诊 出诊信息 门急诊指南 住院指南 医保就医 社区转诊 医患协调 健康体检 便民项目 交通路线 院内导航 在线查询 患者咨询 患者满意度调查 互联网诊疗 特色医疗 名老中医传承团队门诊 知名专家团队 多学科联合门诊 专病专症门诊 专技专术门诊 中医护理 科室导览 医生介绍 医生介绍 健康科普 科普阅读 健康讲堂 视听科普 健康自测 新闻信息 新闻中心 信息公开 文化传承 明文化 明医故事 传承图谱 宽街人文 视觉宽街 明医荟萃 院史馆 院报 国内外合作 一带一路国际合作项目 国内合作项目 北京京城杏林苑中医诊疗中心 北京杏林药业有限责任公司 北京首都中医医疗科技开发有限公司  您现在的位置： 首页 --> 首页 医院概况 医院介绍 ABOUT US 北京市唯一的一所市属综合性、现代化三级甲等中医医院。承担着北京市中医医疗","","","滕秀香","","","周二预约） 陈明 陈明 主任医师 专长： 胃食管反流病、慢性萎缩"
"首都医科大学附属北京中医医院","医院概况_首都医科大学附属北京中医医院官网_北京中医医院,宽街中医,北京市中医院,北京中医,中医,三甲,首都 请输入关键字 确定 top 公众版 专业版 English 首页 医院概况 医院介绍 领导团队 组织结构 医院荣誉 就医指南 出诊信息 停诊信息 专病专症 门诊 出诊信息 门急诊指南 住院指南 医保就医 社区转诊 医患协调 健康体检 便民项目 交通路线 院内导航 在线查询 患者咨询 患者满意度调查 互联网诊疗 特色医疗 名老中医传承团队门诊 知名专家团队 多学科联合门诊 专病专症门诊 专技专术门诊 中医护理 科室导览 医生介绍 医生介绍 健康科普 科普阅读 健康讲堂 视听科普 健康自测 新闻信息 新闻中心 信息公开 文化传承 明文化 明医故事 传承图谱 宽街人文 视觉宽街 明医荟萃 院史馆 院报 国内外合作 一带一路国际合作项目 国内合作项目 北京京城杏林苑中医诊疗中心 北京杏林药业有限责任公司 北京首都中医医疗科技开发有限公司  您现在的位置： 首页 --> 首页 医院概况 医院介绍 ABOUT US 北京市唯一的一所市属综合性、现代化三级甲等中医医院。承担着北京市中医医疗","","","王德敏","","","周二预约） 陈明 陈明 主任医师 专长： 胃食管反流病、慢性萎缩"
